word,subjCode,infinitiveForm,conjugatedForm,task,rating,english,lexicalCategory,X30mos,phonemes,morphemes,logFreq
92,con46,b_ho,b_ho,conjugated,0,owl,noun,44.6,4,1,NA
92,con68,b_ho,b_ho,conjugated,-1,owl,noun,44.6,4,1,NA
92,con67,b_ho,b_ho,conjugated,0,owl,noun,44.6,4,1,NA
92,con72,b_ho,b_ho,conjugated,5,owl,noun,44.6,4,1,NA
92,con49,b_ho,b_ho,conjugated,-4,owl,noun,44.6,4,1,NA
92,con7,b_ho,b_ho,conjugated,0,owl,noun,44.6,4,1,NA
92,con40,b_ho,b_ho,conjugated,5,owl,noun,44.6,4,1,NA
92,con70,b_ho,b_ho,conjugated,2,owl,noun,44.6,4,1,NA
92,con4,b_ho,b_ho,conjugated,4,owl,noun,44.6,4,1,NA
92,con25,b_ho,b_ho,conjugated,-3,owl,noun,44.6,4,1,NA
92,con35,b_ho,b_ho,conjugated,-5,owl,noun,44.6,4,1,NA
92,con71,b_ho,b_ho,conjugated,-5,owl,noun,44.6,4,1,NA
92,con61,b_ho,b_ho,conjugated,0,owl,noun,44.6,4,1,NA
92,con69,b_ho,b_ho,conjugated,-5,owl,noun,44.6,4,1,NA
92,con66,b_ho,b_ho,conjugated,2,owl,noun,44.6,4,1,NA
93,con44,burbujas,burbujas,conjugated,-3,bubbles,noun,46.2,8,2,NA
93,con32,burbujas,burbujas,conjugated,-5,bubbles,noun,46.2,8,2,NA
93,con21,burbujas,burbujas,conjugated,-4,bubbles,noun,46.2,8,2,NA
93,con4,burbujas,burbujas,conjugated,4,bubbles,noun,46.2,8,2,NA
93,con54,burbujas,burbujas,conjugated,2,bubbles,noun,46.2,8,2,NA
93,con9,burbujas,burbujas,conjugated,-2,bubbles,noun,46.2,8,2,NA
93,con13,burbujas,burbujas,conjugated,4,bubbles,noun,46.2,8,2,NA
93,con24,burbujas,burbujas,conjugated,-2,bubbles,noun,46.2,8,2,NA
93,con31,burbujas,burbujas,conjugated,0,bubbles,noun,46.2,8,2,NA
93,con25,burbujas,burbujas,conjugated,1,bubbles,noun,46.2,8,2,NA
94,con34,burro,burro,conjugated,-1,donkey,noun,73.8,4,1,2.42975228
94,con35,burro,burro,conjugated,-5,donkey,noun,73.8,4,1,2.42975228
94,con31,burro,burro,conjugated,0,donkey,noun,73.8,4,1,2.42975228
94,con39,burro,burro,conjugated,3,donkey,noun,73.8,4,1,2.42975228
94,con61,burro,burro,conjugated,0,donkey,noun,73.8,4,1,2.42975228
94,con32,burro,burro,conjugated,0,donkey,noun,73.8,4,1,2.42975228
94,con29,burro,burro,conjugated,-3,donkey,noun,73.8,4,1,2.42975228
94,con13,burro,burro,conjugated,-3,donkey,noun,73.8,4,1,2.42975228
94,con62,burro,burro,conjugated,-1,donkey,noun,73.8,4,1,2.42975228
94,con58,burro,burro,conjugated,4,donkey,noun,73.8,4,1,2.42975228
94,con54,burro,burro,conjugated,-1,donkey,noun,73.8,4,1,2.42975228
95,con57,buscar,busca,conjugated,0,look for,verb,56.9,6,2,3.896636431
95,con63,buscar,busca,conjugated,0,look for,verb,56.9,6,2,3.896636431
95,con64,buscar,busca,conjugated,0,look for,verb,56.9,6,2,3.896636431
95,con45,buscar,busca,conjugated,2,look for,verb,56.9,6,2,3.896636431
95,con67,buscar,busca,conjugated,3,look for,verb,56.9,6,2,3.896636431
95,con26,buscar,busca,conjugated,0,look for,verb,56.9,6,2,3.896636431
95,con68,buscar,busca,conjugated,1,look for,verb,56.9,6,2,3.896636431
95,con71,buscar,busca,conjugated,1,look for,verb,56.9,6,2,3.896636431
95,con44,buscar,busca,conjugated,4,look for,verb,56.9,6,2,3.896636431
95,con66,buscar,busca,conjugated,-5,look for,verb,56.9,6,2,3.896636431
95,con69,buscar,busca,conjugated,0,look for,verb,56.9,6,2,3.896636431
95,con48,buscar,busca,conjugated,5,look for,verb,56.9,6,2,3.896636431
95,con70,buscar,busca,conjugated,0,look for,verb,56.9,6,2,3.896636431
95,con72,buscar,busca,conjugated,-1,look for,verb,56.9,6,2,3.896636431
95,con55,buscar,busca,conjugated,0,look for,verb,56.9,6,2,3.896636431
96,con37,caballo,caballo,conjugated,1,horse,noun,89.2,6,1,3.426185825
96,con61,caballo,caballo,conjugated,-1,horse,noun,89.2,6,1,3.426185825
96,con65,caballo,caballo,conjugated,5,horse,noun,89.2,6,1,3.426185825
96,con15,caballo,caballo,conjugated,1,horse,noun,89.2,6,1,3.426185825
96,con49,caballo,caballo,conjugated,-3,horse,noun,89.2,6,1,3.426185825
96,con3,caballo,caballo,conjugated,2,horse,noun,89.2,6,1,3.426185825
96,con50,caballo,caballo,conjugated,0,horse,noun,89.2,6,1,3.426185825
96,con46,caballo,caballo,conjugated,0,horse,noun,89.2,6,1,3.426185825
96,con60,caballo,caballo,conjugated,0,horse,noun,89.2,6,1,3.426185825
96,con28,caballo,caballo,conjugated,-3,horse,noun,89.2,6,1,3.426185825
96,con10,caballo,caballo,conjugated,1,horse,noun,89.2,6,1,3.426185825
97,con35,caber,cabe,conjugated,-4,fit,verb,49.2,5,1,3.259115844
97,con11,caber,cabe,conjugated,2,fit,verb,49.2,5,1,3.259115844
97,con22,caber,cabe,conjugated,-2,fit,verb,49.2,5,1,3.259115844
97,con15,caber,cabe,conjugated,-1,fit,verb,49.2,5,1,3.259115844
97,con33,caber,cabe,conjugated,0,fit,verb,49.2,5,1,3.259115844
97,con39,caber,cabe,conjugated,0,fit,verb,49.2,5,1,3.259115844
97,con31,caber,cabe,conjugated,-3,fit,verb,49.2,5,1,3.259115844
97,con62,caber,cabe,conjugated,1,fit,verb,49.2,5,1,3.259115844
97,con60,caber,cabe,conjugated,-5,fit,verb,49.2,5,1,3.259115844
97,con65,caber,cabe,conjugated,0,fit,verb,49.2,5,1,3.259115844
97,con54,caber,cabe,conjugated,2,fit,verb,49.2,5,1,3.259115844
98,con14,cabeza,cabeza,conjugated,-2,head,noun,93.8,6,1,3.834484285
98,con54,cabeza,cabeza,conjugated,4,head,noun,93.8,6,1,3.834484285
98,con8,cabeza,cabeza,conjugated,2,head,noun,93.8,6,1,3.834484285
98,con35,cabeza,cabeza,conjugated,-4,head,noun,93.8,6,1,3.834484285
98,con11,cabeza,cabeza,conjugated,1,head,noun,93.8,6,1,3.834484285
98,con42,cabeza,cabeza,conjugated,0,head,noun,93.8,6,1,3.834484285
98,con48,cabeza,cabeza,conjugated,-5,head,noun,93.8,6,1,3.834484285
98,con13,cabeza,cabeza,conjugated,1,head,noun,93.8,6,1,3.834484285
98,con30,cabeza,cabeza,conjugated,3,head,noun,93.8,6,1,3.834484285
98,con39,cabeza,cabeza,conjugated,1,head,noun,93.8,6,1,3.834484285
98,con38,cabeza,cabeza,conjugated,3,head,noun,93.8,6,1,3.834484285
99,con44,cacahuete,cacahuete,conjugated,-5,peanut,noun,64.6,9,1,NA
99,con46,cacahuete,cacahuete,conjugated,0,peanut,noun,64.6,9,1,NA
99,con27,cacahuete,cacahuete,conjugated,0,peanut,noun,64.6,9,1,NA
99,con29,cacahuete,cacahuete,conjugated,3,peanut,noun,64.6,9,1,NA
99,con16,cacahuete,cacahuete,conjugated,5,peanut,noun,64.6,9,1,NA
99,con32,cacahuete,cacahuete,conjugated,-3,peanut,noun,64.6,9,1,NA
99,con52,cacahuete,cacahuete,conjugated,3,peanut,noun,64.6,9,1,NA
99,con33,cacahuete,cacahuete,conjugated,-4,peanut,noun,64.6,9,1,NA
99,con48,cacahuete,cacahuete,conjugated,5,peanut,noun,64.6,9,1,NA
99,con18,cacahuete,cacahuete,conjugated,-5,peanut,noun,64.6,9,1,NA
99,con53,cacahuete,cacahuete,conjugated,-2,peanut,noun,64.6,9,1,NA
99,con38,cacahuete,cacahuete,conjugated,-4,peanut,noun,64.6,9,1,NA
99,con4,cacahuete,cacahuete,conjugated,-4,peanut,noun,64.6,9,1,NA
100,con38,cachete,cachete,conjugated,-1,cheek,noun,69.2,6,1,NA
100,con57,cachete,cachete,conjugated,5,cheek,noun,69.2,6,1,NA
100,con33,cachete,cachete,conjugated,0,cheek,noun,69.2,6,1,NA
100,con58,cachete,cachete,conjugated,5,cheek,noun,69.2,6,1,NA
100,con3,cachete,cachete,conjugated,2,cheek,noun,69.2,6,1,NA
100,con4,cachete,cachete,conjugated,0,cheek,noun,69.2,6,1,NA
100,con18,cachete,cachete,conjugated,2,cheek,noun,69.2,6,1,NA
100,con45,cachete,cachete,conjugated,1,cheek,noun,69.2,6,1,NA
100,con32,cachete,cachete,conjugated,3,cheek,noun,69.2,6,1,NA
100,con60,cachete,cachete,conjugated,-4,cheek,noun,69.2,6,1,NA
100,con34,cachete,cachete,conjugated,-5,cheek,noun,69.2,6,1,NA
101,con0,caer,cae,conjugated,-5,fall,verb,69.2,4,2,3.808953299
101,con23,caer,cae,conjugated,0,fall,verb,69.2,4,2,3.808953299
101,con33,caer,cae,conjugated,3,fall,verb,69.2,4,2,3.808953299
101,con36,caer,cae,conjugated,1,fall,verb,69.2,4,2,3.808953299
101,con5,caer,cae,conjugated,5,fall,verb,69.2,4,2,3.808953299
101,con6,caer,cae,conjugated,2,fall,verb,69.2,4,2,3.808953299
101,con12,caer,cae,conjugated,0,fall,verb,69.2,4,2,3.808953299
101,con4,caer,cae,conjugated,-2,fall,verb,69.2,4,2,3.808953299
101,con16,caer,cae,conjugated,-2,fall,verb,69.2,4,2,3.808953299
101,con26,caer,cae,conjugated,1,fall,verb,69.2,4,2,3.808953299
102,con37,caf_,caf_,conjugated,4,coffee,noun,78.5,4,2,3.202215776
102,con43,caf_,caf_,conjugated,5,coffee,noun,78.5,4,2,3.202215776
102,con12,caf_,caf_,conjugated,0,coffee,noun,78.5,4,2,3.202215776
102,con11,caf_,caf_,conjugated,2,coffee,noun,78.5,4,2,3.202215776
102,con29,caf_,caf_,conjugated,-4,coffee,noun,78.5,4,2,3.202215776
102,con14,caf_,caf_,conjugated,-2,coffee,noun,78.5,4,2,3.202215776
102,con18,caf_,caf_,conjugated,-4,coffee,noun,78.5,4,2,3.202215776
102,con24,caf_,caf_,conjugated,0,coffee,noun,78.5,4,2,3.202215776
102,con41,caf_,caf_,conjugated,0,coffee,noun,78.5,4,2,3.202215776
102,con28,caf_,caf_,conjugated,5,coffee,noun,78.5,4,2,3.202215776
103,con72,caja,caja,conjugated,2,box,noun,73.8,4,2,3.06483222
103,con3,caja,caja,conjugated,-1,box,noun,73.8,4,2,3.06483222
103,con67,caja,caja,conjugated,1,box,noun,73.8,4,2,3.06483222
103,con66,caja,caja,conjugated,0,box,noun,73.8,4,2,3.06483222
103,con70,caja,caja,conjugated,1,box,noun,73.8,4,2,3.06483222
103,con65,caja,caja,conjugated,0,box,noun,73.8,4,2,3.06483222
103,con12,caja,caja,conjugated,0,box,noun,73.8,4,2,3.06483222
103,con69,caja,caja,conjugated,5,box,noun,73.8,4,2,3.06483222
103,con41,caja,caja,conjugated,0,box,noun,73.8,4,2,3.06483222
103,con32,caja,caja,conjugated,5,box,noun,73.8,4,2,3.06483222
103,con68,caja,caja,conjugated,1,box,noun,73.8,4,2,3.06483222
103,con71,caja,caja,conjugated,-4,box,noun,73.8,4,2,3.06483222
103,con57,caja,caja,conjugated,5,box,noun,73.8,4,2,3.06483222
103,con54,caja,caja,conjugated,3,box,noun,73.8,4,2,3.06483222
103,con49,caja,caja,conjugated,0,box,noun,73.8,4,2,3.06483222
103,con7,caja,caja,conjugated,2,box,noun,73.8,4,2,3.06483222
104,con1,caj_n,caj_n,conjugated,-4,drawer,noun,60,5,1,2.762678564
104,con44,caj_n,caj_n,conjugated,4,drawer,noun,60,5,1,2.762678564
104,con25,caj_n,caj_n,conjugated,-2,drawer,noun,60,5,1,2.762678564
104,con4,caj_n,caj_n,conjugated,2,drawer,noun,60,5,1,2.762678564
104,con9,caj_n,caj_n,conjugated,2,drawer,noun,60,5,1,2.762678564
104,con10,caj_n,caj_n,conjugated,-2,drawer,noun,60,5,1,2.762678564
104,con12,caj_n,caj_n,conjugated,4,drawer,noun,60,5,1,2.762678564
104,con42,caj_n,caj_n,conjugated,4,drawer,noun,60,5,1,2.762678564
104,con29,caj_n,caj_n,conjugated,1,drawer,noun,60,5,1,2.762678564
104,con19,caj_n,caj_n,conjugated,2,drawer,noun,60,5,1,2.762678564
105,con9,calabaza,calabaza,conjugated,3,pumpkin,noun,47.7,8,1,NA
105,con6,calabaza,calabaza,conjugated,2,pumpkin,noun,47.7,8,1,NA
105,con32,calabaza,calabaza,conjugated,5,pumpkin,noun,47.7,8,1,NA
105,con8,calabaza,calabaza,conjugated,4,pumpkin,noun,47.7,8,1,NA
105,con47,calabaza,calabaza,conjugated,0,pumpkin,noun,47.7,8,1,NA
105,con33,calabaza,calabaza,conjugated,-1,pumpkin,noun,47.7,8,1,NA
105,con23,calabaza,calabaza,conjugated,-5,pumpkin,noun,47.7,8,1,NA
105,con27,calabaza,calabaza,conjugated,0,pumpkin,noun,47.7,8,1,NA
105,con15,calabaza,calabaza,conjugated,0,pumpkin,noun,47.7,8,1,NA
105,con50,calabaza,calabaza,conjugated,5,pumpkin,noun,47.7,8,1,NA
105,con5,calabaza,calabaza,conjugated,-2,pumpkin,noun,47.7,8,1,NA
106,con36,calcetên,calcetên,conjugated,1,sock,noun,80,8,1,NA
106,con1,calcetên,calcetên,conjugated,-4,sock,noun,80,8,1,NA
106,con9,calcetên,calcetên,conjugated,2,sock,noun,80,8,1,NA
106,con21,calcetên,calcetên,conjugated,-4,sock,noun,80,8,1,NA
106,con40,calcetên,calcetên,conjugated,0,sock,noun,80,8,1,NA
106,con8,calcetên,calcetên,conjugated,2,sock,noun,80,8,1,NA
106,con7,calcetên,calcetên,conjugated,1,sock,noun,80,8,1,NA
106,con14,calcetên,calcetên,conjugated,1,sock,noun,80,8,1,NA
106,con12,calcetên,calcetên,conjugated,0,sock,noun,80,8,1,NA
106,con11,calcetên,calcetên,conjugated,1,sock,noun,80,8,1,NA
106,con26,calcetên,calcetên,conjugated,-1,sock,noun,80,8,1,NA
106,con5,calcetên,calcetên,conjugated,3,sock,noun,80,8,1,NA
106,con35,calcetên,calcetên,conjugated,-3,sock,noun,80,8,1,NA
107,con64,caliente,caliente,conjugated,4,hot,adjective,81.5,8,1,3.002597981
107,con61,caliente,caliente,conjugated,-2,hot,adjective,81.5,8,1,3.002597981
107,con30,caliente,caliente,conjugated,5,hot,adjective,81.5,8,1,3.002597981
107,con65,caliente,caliente,conjugated,3,hot,adjective,81.5,8,1,3.002597981
107,con62,caliente,caliente,conjugated,-2,hot,adjective,81.5,8,1,3.002597981
107,con2,caliente,caliente,conjugated,3,hot,adjective,81.5,8,1,3.002597981
107,con47,caliente,caliente,conjugated,2,hot,adjective,81.5,8,1,3.002597981
107,con44,caliente,caliente,conjugated,3,hot,adjective,81.5,8,1,3.002597981
107,con43,caliente,caliente,conjugated,4,hot,adjective,81.5,8,1,3.002597981
107,con27,caliente,caliente,conjugated,5,hot,adjective,81.5,8,1,3.002597981
108,con9,callar,calla,conjugated,0,be quiet,verb,67.7,5,2,3.048830087
108,con10,callar,calla,conjugated,-2,be quiet,verb,67.7,5,2,3.048830087
108,con48,callar,calla,conjugated,5,be quiet,verb,67.7,5,2,3.048830087
108,con46,callar,calla,conjugated,2,be quiet,verb,67.7,5,2,3.048830087
108,con51,callar,calla,conjugated,0,be quiet,verb,67.7,5,2,3.048830087
108,con0,callar,calla,conjugated,3,be quiet,verb,67.7,5,2,3.048830087
108,con25,callar,calla,conjugated,4,be quiet,verb,67.7,5,2,3.048830087
108,con29,callar,calla,conjugated,-3,be quiet,verb,67.7,5,2,3.048830087
108,con53,callar,calla,conjugated,-2,be quiet,verb,67.7,5,2,3.048830087
108,con8,callar,calla,conjugated,3,be quiet,verb,67.7,5,2,3.048830087
109,con25,calle,calle,conjugated,-3,street,noun,83.1,4,1,3.796088429
109,con1,calle,calle,conjugated,-3,street,noun,83.1,4,1,3.796088429
109,con45,calle,calle,conjugated,2,street,noun,83.1,4,1,3.796088429
109,con64,calle,calle,conjugated,-1,street,noun,83.1,4,1,3.796088429
109,con46,calle,calle,conjugated,0,street,noun,83.1,4,1,3.796088429
109,con59,calle,calle,conjugated,2,street,noun,83.1,4,1,3.796088429
109,con47,calle,calle,conjugated,0,street,noun,83.1,4,1,3.796088429
109,con18,calle,calle,conjugated,-2,street,noun,83.1,4,1,3.796088429
109,con65,calle,calle,conjugated,3,street,noun,83.1,4,1,3.796088429
109,con42,calle,calle,conjugated,5,street,noun,83.1,4,1,3.796088429
109,con27,calle,calle,conjugated,0,street,noun,83.1,4,1,3.796088429
110,con55,calz_n,calz_n,conjugated,1,underpants,noun,84.6,6,1,NA
110,con12,calz_n,calz_n,conjugated,1,underpants,noun,84.6,6,1,NA
110,con36,calz_n,calz_n,conjugated,1,underpants,noun,84.6,6,1,NA
110,con8,calz_n,calz_n,conjugated,3,underpants,noun,84.6,6,1,NA
110,con35,calz_n,calz_n,conjugated,-5,underpants,noun,84.6,6,1,NA
110,con21,calz_n,calz_n,conjugated,-4,underpants,noun,84.6,6,1,NA
110,con42,calz_n,calz_n,conjugated,0,underpants,noun,84.6,6,1,NA
110,con27,calz_n,calz_n,conjugated,-1,underpants,noun,84.6,6,1,NA
110,con54,calz_n,calz_n,conjugated,-3,underpants,noun,84.6,6,1,NA
110,con50,calz_n,calz_n,conjugated,5,underpants,noun,84.6,6,1,NA
110,con48,calz_n,calz_n,conjugated,-3,underpants,noun,84.6,6,1,NA
111,con12,cama,cama,conjugated,5,bed,noun,95.4,4,1,3.473194909
111,con10,cama,cama,conjugated,0,bed,noun,95.4,4,1,3.473194909
111,con6,cama,cama,conjugated,-1,bed,noun,95.4,4,1,3.473194909
111,con3,cama,cama,conjugated,1,bed,noun,95.4,4,1,3.473194909
111,con48,cama,cama,conjugated,5,bed,noun,95.4,4,1,3.473194909
111,con30,cama,cama,conjugated,-5,bed,noun,95.4,4,1,3.473194909
111,con51,cama,cama,conjugated,0,bed,noun,95.4,4,1,3.473194909
111,con35,cama,cama,conjugated,-5,bed,noun,95.4,4,1,3.473194909
111,con50,cama,cama,conjugated,0,bed,noun,95.4,4,1,3.473194909
111,con39,cama,cama,conjugated,2,bed,noun,95.4,4,1,3.473194909
111,con47,cama,cama,conjugated,0,bed,noun,95.4,4,1,3.473194909
112,con31,caminar,camina,conjugated,-3,walk,verb,70.8,7,2,3.431202885
112,con37,caminar,camina,conjugated,3,walk,verb,70.8,7,2,3.431202885
112,con17,caminar,camina,conjugated,1,walk,verb,70.8,7,2,3.431202885
112,con11,caminar,camina,conjugated,3,walk,verb,70.8,7,2,3.431202885
112,con33,caminar,camina,conjugated,-3,walk,verb,70.8,7,2,3.431202885
112,con3,caminar,camina,conjugated,-2,walk,verb,70.8,7,2,3.431202885
112,con28,caminar,camina,conjugated,3,walk,verb,70.8,7,2,3.431202885
112,con35,caminar,camina,conjugated,-2,walk,verb,70.8,7,2,3.431202885
112,con21,caminar,camina,conjugated,-3,walk,verb,70.8,7,2,3.431202885
112,con9,caminar,camina,conjugated,4,walk,verb,70.8,7,2,3.431202885
113,con52,cami_n,cami_n,conjugated,5,truck,noun,61.5,6,1,2.900367129
113,con68,cami_n,cami_n,conjugated,3,truck,noun,61.5,6,1,2.900367129
113,con69,cami_n,cami_n,conjugated,5,truck,noun,61.5,6,1,2.900367129
113,con45,cami_n,cami_n,conjugated,1,truck,noun,61.5,6,1,2.900367129
113,con66,cami_n,cami_n,conjugated,0,truck,noun,61.5,6,1,2.900367129
113,con51,cami_n,cami_n,conjugated,0,truck,noun,61.5,6,1,2.900367129
113,con70,cami_n,cami_n,conjugated,0,truck,noun,61.5,6,1,2.900367129
113,con67,cami_n,cami_n,conjugated,0,truck,noun,61.5,6,1,2.900367129
113,con31,cami_n,cami_n,conjugated,2,truck,noun,61.5,6,1,2.900367129
113,con28,cami_n,cami_n,conjugated,-4,truck,noun,61.5,6,1,2.900367129
113,con71,cami_n,cami_n,conjugated,-4,truck,noun,61.5,6,1,2.900367129
113,con55,cami_n,cami_n,conjugated,4,truck,noun,61.5,6,1,2.900367129
113,con56,cami_n,cami_n,conjugated,0,truck,noun,61.5,6,1,2.900367129
113,con72,cami_n,cami_n,conjugated,1,truck,noun,61.5,6,1,2.900367129
114,con20,camisa,camisa,conjugated,-3,shirt,noun,66.2,6,1,2.966141733
114,con4,camisa,camisa,conjugated,-4,shirt,noun,66.2,6,1,2.966141733
114,con32,camisa,camisa,conjugated,5,shirt,noun,66.2,6,1,2.966141733
114,con27,camisa,camisa,conjugated,4,shirt,noun,66.2,6,1,2.966141733
114,con44,camisa,camisa,conjugated,4,shirt,noun,66.2,6,1,2.966141733
114,con30,camisa,camisa,conjugated,-1,shirt,noun,66.2,6,1,2.966141733
114,con26,camisa,camisa,conjugated,0,shirt,noun,66.2,6,1,2.966141733
114,con14,camisa,camisa,conjugated,2,shirt,noun,66.2,6,1,2.966141733
114,con9,camisa,camisa,conjugated,3,shirt,noun,66.2,6,1,2.966141733
114,con23,camisa,camisa,conjugated,2,shirt,noun,66.2,6,1,2.966141733
114,con11,camisa,camisa,conjugated,3,shirt,noun,66.2,6,1,2.966141733
114,con31,camisa,camisa,conjugated,1,shirt,noun,66.2,6,1,2.966141733
115,con3,campo,campo,conjugated,-1,country,noun,30.8,5,1,3.722633923
115,con22,campo,campo,conjugated,3,country,noun,30.8,5,1,3.722633923
115,con40,campo,campo,conjugated,-5,country,noun,30.8,5,1,3.722633923
115,con55,campo,campo,conjugated,2,country,noun,30.8,5,1,3.722633923
115,con46,campo,campo,conjugated,0,country,noun,30.8,5,1,3.722633923
115,con38,campo,campo,conjugated,4,country,noun,30.8,5,1,3.722633923
115,con10,campo,campo,conjugated,-2,country,noun,30.8,5,1,3.722633923
115,con7,campo,campo,conjugated,2,country,noun,30.8,5,1,3.722633923
115,con54,campo,campo,conjugated,3,country,noun,30.8,5,1,3.722633923
115,con13,campo,campo,conjugated,0,country,noun,30.8,5,1,3.722633923
115,con9,campo,campo,conjugated,5,country,noun,30.8,5,1,3.722633923
116,con22,canasta,canasta,conjugated,4,basket,noun,47.7,7,1,NA
116,con9,canasta,canasta,conjugated,2,basket,noun,47.7,7,1,NA
116,con52,canasta,canasta,conjugated,0,basket,noun,47.7,7,1,NA
116,con65,canasta,canasta,conjugated,1,basket,noun,47.7,7,1,NA
116,con62,canasta,canasta,conjugated,0,basket,noun,47.7,7,1,NA
116,con48,canasta,canasta,conjugated,5,basket,noun,47.7,7,1,NA
116,con46,canasta,canasta,conjugated,0,basket,noun,47.7,7,1,NA
116,con38,canasta,canasta,conjugated,2,basket,noun,47.7,7,1,NA
116,con15,canasta,canasta,conjugated,-5,basket,noun,47.7,7,1,NA
116,con0,canasta,canasta,conjugated,-5,basket,noun,47.7,7,1,NA
117,con19,cansado,cansado,conjugated,2,tired,adjective,52.3,7,2,2.968015714
117,con52,cansado,cansado,conjugated,0,tired,adjective,52.3,7,2,2.968015714
117,con8,cansado,cansado,conjugated,3,tired,adjective,52.3,7,2,2.968015714
117,con54,cansado,cansado,conjugated,0,tired,adjective,52.3,7,2,2.968015714
117,con25,cansado,cansado,conjugated,-1,tired,adjective,52.3,7,2,2.968015714
117,con36,cansado,cansado,conjugated,1,tired,adjective,52.3,7,2,2.968015714
117,con41,cansado,cansado,conjugated,0,tired,adjective,52.3,7,2,2.968015714
117,con37,cansado,cansado,conjugated,1,tired,adjective,52.3,7,2,2.968015714
117,con30,cansado,cansado,conjugated,2,tired,adjective,52.3,7,2,2.968015714
117,con26,cansado,cansado,conjugated,-1,tired,adjective,52.3,7,2,2.968015714
117,con34,cansado,cansado,conjugated,0,tired,adjective,52.3,7,2,2.968015714
118,con41,cantar,canta,conjugated,3,sing,verb,72.3,6,2,3.303627976
118,con17,cantar,canta,conjugated,1,sing,verb,72.3,6,2,3.303627976
118,con25,cantar,canta,conjugated,-1,sing,verb,72.3,6,2,3.303627976
118,con16,cantar,canta,conjugated,4,sing,verb,72.3,6,2,3.303627976
118,con5,cantar,canta,conjugated,5,sing,verb,72.3,6,2,3.303627976
118,con1,cantar,canta,conjugated,0,sing,verb,72.3,6,2,3.303627976
118,con4,cantar,canta,conjugated,2,sing,verb,72.3,6,2,3.303627976
118,con14,cantar,canta,conjugated,-1,sing,verb,72.3,6,2,3.303627976
118,con13,cantar,canta,conjugated,1,sing,verb,72.3,6,2,3.303627976
118,con0,cantar,canta,conjugated,-5,sing,verb,72.3,6,2,3.303627976
118,con6,cantar,canta,conjugated,2,sing,verb,72.3,6,2,3.303627976
118,con21,cantar,canta,conjugated,-4,sing,verb,72.3,6,2,3.303627976
119,con46,cara,cara,conjugated,0,face,noun,81.5,4,1,3.745699227
119,con59,cara,cara,conjugated,5,face,noun,81.5,4,1,3.745699227
119,con60,cara,cara,conjugated,0,face,noun,81.5,4,1,3.745699227
119,con19,cara,cara,conjugated,0,face,noun,81.5,4,1,3.745699227
119,con23,cara,cara,conjugated,-5,face,noun,81.5,4,1,3.745699227
119,con3,cara,cara,conjugated,1,face,noun,81.5,4,1,3.745699227
119,con30,cara,cara,conjugated,2,face,noun,81.5,4,1,3.745699227
119,con15,cara,cara,conjugated,0,face,noun,81.5,4,1,3.745699227
119,con51,cara,cara,conjugated,0,face,noun,81.5,4,1,3.745699227
119,con43,cara,cara,conjugated,0,face,noun,81.5,4,1,3.745699227
120,con14,cargar,carga,conjugated,1,carry,verb,55.4,6,2,3.250175948
120,con63,cargar,carga,conjugated,0,carry,verb,55.4,6,2,3.250175948
120,con19,cargar,carga,conjugated,0,carry,verb,55.4,6,2,3.250175948
120,con47,cargar,carga,conjugated,0,carry,verb,55.4,6,2,3.250175948
120,con64,cargar,carga,conjugated,-1,carry,verb,55.4,6,2,3.250175948
120,con27,cargar,carga,conjugated,5,carry,verb,55.4,6,2,3.250175948
120,con58,cargar,carga,conjugated,4,carry,verb,55.4,6,2,3.250175948
120,con61,cargar,carga,conjugated,1,carry,verb,55.4,6,2,3.250175948
120,con33,cargar,carga,conjugated,-3,carry,verb,55.4,6,2,3.250175948
120,con56,cargar,carga,conjugated,2,carry,verb,55.4,6,2,3.250175948
120,con12,cargar,carga,conjugated,-1,carry,verb,55.4,6,2,3.250175948
121,con21,carne,carne,conjugated,-1,meat,noun,86.2,5,1,3.34849957
121,con13,carne,carne,conjugated,2,meat,noun,86.2,5,1,3.34849957
121,con32,carne,carne,conjugated,5,meat,noun,86.2,5,1,3.34849957
121,con19,carne,carne,conjugated,1,meat,noun,86.2,5,1,3.34849957
121,con2,carne,carne,conjugated,2,meat,noun,86.2,5,1,3.34849957
121,con6,carne,carne,conjugated,-1,meat,noun,86.2,5,1,3.34849957
121,con16,carne,carne,conjugated,-1,meat,noun,86.2,5,1,3.34849957
121,con14,carne,carne,conjugated,1,meat,noun,86.2,5,1,3.34849957
121,con28,carne,carne,conjugated,-4,meat,noun,86.2,5,1,3.34849957
121,con39,carne,carne,conjugated,1,meat,noun,86.2,5,1,3.34849957
122,con37,carreola,carreola,conjugated,-2,stroller,noun,49.2,7,1,NA
122,con14,carreola,carreola,conjugated,3,stroller,noun,49.2,7,1,NA
122,con16,carreola,carreola,conjugated,-1,stroller,noun,49.2,7,1,NA
122,con54,carreola,carreola,conjugated,0,stroller,noun,49.2,7,1,NA
122,con29,carreola,carreola,conjugated,2,stroller,noun,49.2,7,1,NA
122,con38,carreola,carreola,conjugated,-3,stroller,noun,49.2,7,1,NA
122,con13,carreola,carreola,conjugated,3,stroller,noun,49.2,7,1,NA
122,con40,carreola,carreola,conjugated,0,stroller,noun,49.2,7,1,NA
122,con28,carreola,carreola,conjugated,1,stroller,noun,49.2,7,1,NA
122,con42,carreola,carreola,conjugated,-5,stroller,noun,49.2,7,1,NA
